Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR11825978,AMPLICON,599,37619596,PRJNA633959,SAMN14978585,Metagenome or environmental,20753240,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8376448,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD94.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825979,AMPLICON,599,29748137,PRJNA633959,SAMN14978585,Metagenome or environmental,16794220,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8376447,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD11.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825980,AMPLICON,590,35904450,PRJNA633959,SAMN14978585,Metagenome or environmental,20079127,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376446,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD93.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825981,AMPLICON,594,31261626,PRJNA633959,SAMN14978585,Metagenome or environmental,17768975,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376445,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD92.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825982,AMPLICON,596,29710600,PRJNA633959,SAMN14978585,Metagenome or environmental,16672178,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8376444,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD91.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825983,AMPLICON,599,44382905,PRJNA633959,SAMN14978585,Metagenome or environmental,24814794,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376443,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD90.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825984,AMPLICON,590,33843580,PRJNA633959,SAMN14978585,Metagenome or environmental,18542367,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376442,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD89.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825985,AMPLICON,594,32160348,PRJNA633959,SAMN14978585,Metagenome or environmental,17808363,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376441,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD88.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825986,AMPLICON,596,31020012,PRJNA633959,SAMN14978585,Metagenome or environmental,17554473,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8376440,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD86.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825987,AMPLICON,599,42005474,PRJNA633959,SAMN14978585,Metagenome or environmental,22874378,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376439,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD85.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825988,AMPLICON,590,39324680,PRJNA633959,SAMN14978585,Metagenome or environmental,21202118,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376438,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD84.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825989,AMPLICON,594,37695240,PRJNA633959,SAMN14978585,Metagenome or environmental,20855202,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376437,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD83.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825990,AMPLICON,590,27042650,PRJNA633959,SAMN14978585,Metagenome or environmental,15025229,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8376436,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD10.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825991,AMPLICON,596,30128396,PRJNA633959,SAMN14978585,Metagenome or environmental,16793589,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376435,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD80.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825992,AMPLICON,599,48448318,PRJNA633959,SAMN14978585,Metagenome or environmental,27003018,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376434,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD79.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825993,AMPLICON,590,41784980,PRJNA633959,SAMN14978585,Metagenome or environmental,22950963,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376433,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD78.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825994,AMPLICON,594,34976502,PRJNA633959,SAMN14978585,Metagenome or environmental,19107390,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376432,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD77.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825995,AMPLICON,596,35099632,PRJNA633959,SAMN14978585,Metagenome or environmental,19704737,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376431,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD76.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825996,AMPLICON,599,40290537,PRJNA633959,SAMN14978585,Metagenome or environmental,22408290,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376430,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD75.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825997,AMPLICON,590,27315820,PRJNA633959,SAMN14978585,Metagenome or environmental,15615125,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376429,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD74.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825998,AMPLICON,594,24683076,PRJNA633959,SAMN14978585,Metagenome or environmental,13974199,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376428,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD71.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11825999,AMPLICON,596,24504540,PRJNA633959,SAMN14978585,Metagenome or environmental,14141582,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376427,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD70.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826000,AMPLICON,599,36164026,PRJNA633959,SAMN14978585,Metagenome or environmental,19695363,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376426,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD69.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826001,AMPLICON,594,29281824,PRJNA633959,SAMN14978585,Metagenome or environmental,16454412,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376425,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD09.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826002,AMPLICON,590,23253670,PRJNA633959,SAMN14978585,Metagenome or environmental,12909400,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8376424,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD68.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826003,AMPLICON,594,23198076,PRJNA633959,SAMN14978585,Metagenome or environmental,13016253,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8376423,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD67.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826004,AMPLICON,596,21808236,PRJNA633959,SAMN14978585,Metagenome or environmental,12422570,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376422,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD66.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826005,AMPLICON,596,32314524,PRJNA633959,SAMN14978585,Metagenome or environmental,18360962,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376421,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD127.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826006,AMPLICON,599,32066866,PRJNA633959,SAMN14978585,Metagenome or environmental,17653999,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8376529,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD65.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826007,AMPLICON,599,40691268,PRJNA633959,SAMN14978585,Metagenome or environmental,22945859,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376420,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD126.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826008,AMPLICON,590,34127370,PRJNA633959,SAMN14978585,Metagenome or environmental,18896310,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8376419,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD125.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826009,AMPLICON,594,33422004,PRJNA633959,SAMN14978585,Metagenome or environmental,18586126,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376418,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD123.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826010,AMPLICON,596,35010232,PRJNA633959,SAMN14978585,Metagenome or environmental,19920326,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX8376417,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD122.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826011,AMPLICON,599,41841947,PRJNA633959,SAMN14978585,Metagenome or environmental,23440616,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8376416,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD121.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826012,AMPLICON,590,37106280,PRJNA633959,SAMN14978585,Metagenome or environmental,20830349,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8376415,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD120.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826013,AMPLICON,594,34067088,PRJNA633959,SAMN14978585,Metagenome or environmental,19190833,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376414,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD119.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826014,AMPLICON,596,32420612,PRJNA633959,SAMN14978585,Metagenome or environmental,18174362,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8376413,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD118.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826015,AMPLICON,599,38019129,PRJNA633959,SAMN14978585,Metagenome or environmental,21167178,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376412,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD116.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826016,AMPLICON,594,24040962,PRJNA633959,SAMN14978585,Metagenome or environmental,13347511,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8376411,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD13.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826017,AMPLICON,590,33577490,PRJNA633959,SAMN14978585,Metagenome or environmental,18565643,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376410,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD114.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826018,AMPLICON,594,35326962,PRJNA633959,SAMN14978585,Metagenome or environmental,19585949,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376409,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD113.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826019,AMPLICON,596,32490344,PRJNA633959,SAMN14978585,Metagenome or environmental,18728201,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8376408,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD112.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826020,AMPLICON,599,35809418,PRJNA633959,SAMN14978585,Metagenome or environmental,19878428,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8376407,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD111.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826021,AMPLICON,590,28155980,PRJNA633959,SAMN14978585,Metagenome or environmental,15584176,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8376406,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD110.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826022,AMPLICON,594,33584760,PRJNA633959,SAMN14978585,Metagenome or environmental,19384029,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8376405,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD109.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826023,AMPLICON,596,26495776,PRJNA633959,SAMN14978585,Metagenome or environmental,14728363,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8376404,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD108.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826024,AMPLICON,599,34968422,PRJNA633959,SAMN14978585,Metagenome or environmental,19082588,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8376403,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD107.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826025,AMPLICON,590,28730050,PRJNA633959,SAMN14978585,Metagenome or environmental,15991971,ZHEJIANG UNIVERSITY,2019-10-01,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8376402,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD106.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826026,AMPLICON,594,25893054,PRJNA633959,SAMN14978585,Metagenome or environmental,14230366,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8376401,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD105.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
SRR11826027,AMPLICON,596,22007300,PRJNA633959,SAMN14978585,Metagenome or environmental,12525238,ZHEJIANG UNIVERSITY,2019-10-01,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8376400,China,Asia,China,Homo sapiens,Illumina MiSeq,feces,not collected,AD12.fq,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-05-21T00:00:00Z,LZX-AD,SRP262626
